,,ASSAULT OFFENSES,BURGLARY/BREAKING&ENTERING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,MOTOR VEHICLE THEFT,FRAUD OFFENSES,ROBBERY,TRESPASS OF REAL PROPERTY,DRUG/NARCOTIC OFFENSES,"FAMILY OFFENSES, NONVIOLENT",DRIVING UNDER THE INFLUENCE,WEAPON LAW VIOLATIONS,SEX OFFENSES,BAD CHECKS,COUNTERFEITING/FORGERY,PROSTITUTION OFFENSES,STOLEN PROPERTY OFFENSES,EMBEZZLEMENT,LIQUOR LAW VIOLATIONS,CURFEW/LOITERING/VAGRANCY VIOLATIONS,ARSON,KIDNAPPING/ABDUCTION,PEEPING TOM,EXTORTION/BLACKMAIL,PORNOGRAPHY/OBSCENE MATERIAL,HOMICIDE OFFENSES,"SEX OFFENSES, CONSENSUAL",ANIMAL CRUELTY,HUMAN TRAFFICKING,DRUNKENNESS,GAMBLING OFFENSES,LARCENY-THEFT,BRIBERY
3,2019,0.0837878923365823,0.07824152819573466,0.08752584424534804,0.06489601603608118,0.07652324574068727,0.08038585209003216,0.0970873786407767,0.09224190592547343,0.16293929712460065,0.08735795454545454,0.09662576687116564,,0.13592233009708737,0.08986175115207373,0.012987012987012988,0.0736,0.08602150537634409,0.15942028985507245,0.13043478260869565,0.07207207207207207,0.07317073170731707,0.06666666666666667,0.07368421052631578,0.14,0.10526315789473684,,,,,,,
3,2020,0.08255633255633256,,0.07134274556924002,0.06171590449210846,,0.06984553391537945,0.12042682926829268,0.11365902293120637,0.046511627906976744,0.10220440881763528,0.10679611650485436,0.07855626326963906,0.15789473684210525,0.08333333333333333,0.037037037037037035,0.08387096774193549,0.10294117647058823,0.1724137931034483,0.21739130434782608,0.029239766081871343,0.07692307692307693,0.13333333333333333,0.047619047619047616,0.05128205128205128,0.03636363636363636,0.2,0.07692307692307693,0.2,,,,1.0
3,2021,0.07639266920704046,0.08317214700193423,,0.0692437605554513,0.09433962264150944,0.06788362806617228,0.06904109589041096,0.05343511450381679,0.09836065573770492,0.06262626262626263,0.05709342560553633,0.0824295010845987,0.037037037037037035,0.08852459016393442,0.02,0.09328968903436989,0.1111111111111111,0.14285714285714285,0.38461538461538464,,0.08695652173913043,,0.09821428571428571,0.11764705882352941,0.06976744186046512,0.125,,,0.4,,,
3,2022,,0.09531502423263329,0.089828634604754,,0.09101608473911338,0.08930602957906712,0.07767464582315584,0.11475409836065574,0.06666666666666667,0.07378939277478862,0.09322033898305085,0.07056451612903226,0.14705882352941177,0.07391304347826087,0.16666666666666666,,0.0975609756097561,0.1875,0.3333333333333333,0.06077348066298342,,,,0.15555555555555556,,0.14285714285714285,0.02702702702702703,,,,,
4,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1999,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2000,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,
4,2001,0.14285714285714285,,0.25,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,
4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2005,0.4,,,0.5,,,,,,,,,0.25,0.2,,,,,,,,,,,,,,,,,,
4,2006,0.2222222222222222,0.3333333333333333,,,,,,,,,,0.125,0.3,0.5,,,,,,,,,,,,,,,,,0.0625,
4,2007,,0.013157894736842105,,,,,,0.25,0.029411764705882353,,,,0.018867924528301886,0.09090909090909091,,,0.020833333333333332,,,,,,,,,0.25,,,,,0.025362318840579712,
4,2008,0.07174638487208009,0.07569296375266525,0.07323663253697384,0.056682267290691625,0.07088122605363985,0.09172661870503597,0.06869633099141297,,0.05505761843790013,0.04971857410881801,0.08344370860927153,0.05917159763313609,0.0774365821094793,0.08823529411764706,0.06666666666666667,0.07251908396946564,,0.061068702290076333,0.08823529411764706,0.10588235294117647,0.018518518518518517,0.07692307692307693,0.14814814814814814,0.21052631578947367,0.16666666666666666,0.1875,,,,,,0.5
4,2009,0.08099791185844599,0.0817714631197098,0.08236403646651996,0.05709240729841083,0.08725314183123878,,0.0674061433447099,0.09337797619047619,0.08562019758507135,0.08407437348423606,0.06965174129353234,0.08176100628930817,,0.10682492581602374,0.0672782874617737,0.061946902654867256,0.1144578313253012,,0.06611570247933884,0.1342281879194631,0.16666666666666666,0.125,0.045454545454545456,0.06666666666666667,,,,,,,,
4,2010,0.08100342579290529,0.07078547035082272,0.08723936613844871,0.07647058823529412,0.06368278762391108,0.08222066057624737,0.08412017167381974,0.10425383542538354,0.08896034297963558,0.07296466973886329,0.0774526678141136,0.09803921568627451,0.10249671484888305,0.09363295880149813,,0.08823529411764706,0.05925925925925926,0.07932011331444759,,0.0625,0.10869565217391304,,0.058823529411764705,0.18181818181818182,,0.13333333333333333,,,,,,
4,2011,0.07704491458309763,0.07734236888626989,0.06951965065502183,0.08311688311688312,0.08719232373800584,0.07318789584799437,0.08004268943436499,0.10572259941804074,0.0858416945373467,,0.09344262295081968,0.09539473684210527,0.08671586715867159,0.09841269841269841,0.12206572769953052,0.06302521008403361,0.096,0.07253886010362694,0.1038961038961039,0.04819277108433735,0.1276595744680851,,,0.09090909090909091,0.041666666666666664,,,,,,,
4,2012,0.08446679620528061,0.0642944410507025,0.08508384819064431,0.07439587292967689,0.0936290038718761,0.07867494824016563,0.0899581589958159,0.09796121332670313,0.07884362680683311,0.08569182389937106,0.08897485493230174,0.08734939759036145,0.06299212598425197,0.06606606606606606,0.02390438247011952,0.05687203791469194,0.06716417910447761,0.10326086956521739,0.09090909090909091,0.06756756756756757,0.08333333333333333,0.07692307692307693,0.16,0.07142857142857142,0.08333333333333333,0.06666666666666667,,,,,,
4,2013,0.07794186591654946,0.08167467398764584,0.07237762237762238,0.07509974184463741,0.0912863070539419,0.06308557151780138,0.07692307692307693,0.07913247362250879,0.08454106280193237,0.08288288288288288,0.0762081784386617,0.08666666666666667,0.09650924024640657,0.10335195530726257,0.07692307692307693,0.11065573770491803,0.10071942446043165,0.060810810810810814,0.10526315789473684,0.06896551724137931,0.044444444444444446,,0.1,0.045454545454545456,0.038461538461538464,,,,,,,
4,2014,,0.07974772249474422,0.08139130434782609,0.08986720029106786,0.11750355763366538,0.07916402786573781,0.07900512070226774,0.0943089430894309,0.06615214994487321,0.09664694280078895,0.08571428571428572,0.07225433526011561,0.0682261208576998,0.04473684210526316,0.15286624203821655,0.04435483870967742,0.13071895424836602,0.072,0.047619047619047616,0.136986301369863,0.09090909090909091,,0.15,0.07692307692307693,0.17857142857142858,0.1,,,,,,
4,2015,0.07612051527733418,0.07928355063874622,0.0859100785559084,0.08830364058869093,0.11691348402182385,0.07751937984496124,0.0858839652809502,0.07444168734491315,,0.1024390243902439,0.08050847457627118,0.07458563535911603,0.07894736842105263,0.09420289855072464,0.10495626822157435,0.10416666666666667,0.06451612903225806,0.07207207207207207,0.0851063829787234,0.05434782608695652,0.07692307692307693,0.07142857142857142,0.075,0.14285714285714285,0.03571428571428571,,,,,,,
4,2016,0.07606697978354095,0.0861041197509604,0.07766529579247074,0.06994011976047904,0.08655416439847577,0.08628461043142305,0.06638418079096045,0.07896160086533262,0.09856035437430787,0.08833619210977701,0.06626506024096386,0.11368421052631579,0.06458333333333334,0.08163265306122448,0.026607538802660754,0.08031088082901554,0.09523809523809523,0.09090909090909091,0.06451612903225806,0.0392156862745098,0.06779661016949153,,0.07352941176470588,,0.09090909090909091,,,,,,,
4,2017,0.08059354087867326,0.08228498074454428,0.0829319686935581,0.0669365721997301,0.10048830634798252,0.09149902660609993,0.07751343054489639,0.06494623655913978,0.09200438116100766,0.07530774800868936,0.10727969348659004,0.059369202226345084,0.10084033613445378,0.09523809523809523,0.020942408376963352,0.05656565656565657,0.06993006993006994,0.14606741573033707,0.13333333333333333,0.087248322147651,0.14102564102564102,,0.08860759493670886,0.13636363636363635,0.1,0.21428571428571427,,,,,,
4,2018,0.07793468667255075,0.08574953732264035,0.07848443843031123,0.08123932666504026,0.08140784524449221,0.07054673721340388,,0.07528868360277136,0.08700564971751412,0.06906474820143885,,0.07966101694915254,0.09134615384615384,,,0.0625,0.07936507936507936,0.06097560975609756,0.09375,0.0625,0.04938271604938271,0.0625,0.08823529411764706,,0.11764705882352941,0.2,,,,,,
4,2019,0.07913797728695342,0.07313881983514327,0.08580289455547899,0.07366574793284891,0.09875830205024545,0.08295819935691319,0.10756259580991313,0.12156383628588882,0.21405750798722045,0.08451704545454546,0.10889570552147239,,0.1941747572815534,0.0576036866359447,,0.0704,0.0967741935483871,0.028985507246376812,0.08695652173913043,0.036036036036036036,0.04878048780487805,0.06666666666666667,0.07368421052631578,0.18,0.02631578947368421,,,,,,,
4,2020,0.07595182595182595,,0.08531090417542805,0.07284500202347227,,0.07588985896574882,0.12690548780487804,0.12662013958125623,0.09302325581395349,0.09619238476953908,0.10032362459546926,0.07430997876857749,0.07894736842105263,0.06182795698924731,,0.08064516129032258,0.04411764705882353,0.10344827586206896,,0.04678362573099415,0.1,0.13333333333333333,0.10476190476190476,0.02564102564102564,0.09090909090909091,,0.11538461538461539,,0.25,,,
4,2021,0.07666485211395391,0.07848925990023414,,0.06605366860574216,0.08075471698113207,0.0713063320022818,0.07068493150684932,0.04834605597964377,0.03278688524590164,0.08787878787878788,0.06920415224913495,0.0650759219088937,,0.11147540983606558,0.02,0.06382978723404255,0.1111111111111111,,,,0.05434782608695652,0.4,0.08928571428571429,0.029411764705882353,0.046511627906976744,,,,0.2,,,1.0
4,2022,,0.08389106854373414,0.07683803206191266,,0.08748528834837191,0.06882821387940842,0.08402540302882266,0.09239940387481371,0.05333333333333334,0.07148347425057648,0.08716707021791767,0.07459677419354839,0.08823529411764706,0.09565217391304348,0.027777777777777776,,0.04878048780487805,0.0625,0.16666666666666666,0.06629834254143646,,0.25,,0.044444444444444446,,0.14285714285714285,0.08108108108108109,,,,,
5,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,
5,2000,,,,,,,,,0.125,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,
5,2001,,0.08333333333333333,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,
5,2003,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,
5,2004,,,,0.5,,,,,0.125,,,0.1111111111111111,,0.3333333333333333,,,,,,,,,,,,,,,,,,
5,2005,0.2,,,,,,,,0.125,,,,,,,,,,1.0,,,,,,,,,,,,,
5,2006,,,0.2,,,,,0.2,0.05263157894736842,,,,,,,,0.1,,,,,,,,,,,,,,0.09375,
5,2007,,0.039473684210526314,,,,,,,0.029411764705882353,,,0.05714285714285714,0.07547169811320754,,,,0.08333333333333333,,,,,,,,,,,,,,0.014492753623188406,
5,2008,0.07864293659621802,0.08406944867499239,0.08447098976109214,0.07124284971398856,0.08971902937420179,0.0803357314148681,0.0741608118657299,,0.10243277848911651,0.075046904315197,0.07549668874172186,0.10355029585798817,0.07610146862483311,0.08235294117647059,0.13,0.06870229007633588,,0.06615776081424936,0.12745098039215685,0.047058823529411764,0.1111111111111111,0.07692307692307693,0.07407407407407407,0.15789473684210525,0.06666666666666667,0.0625,,,,0.2,,
5,2009,0.09154852181558414,0.07119105199516323,0.08990883370009431,0.0673925838728664,0.08940754039497308,,0.08447098976109214,0.08816964285714286,0.09989023051591657,0.07760711398544867,0.07462686567164178,0.07861635220125786,,0.0771513353115727,0.045871559633027525,0.05309734513274336,0.0783132530120482,,0.09917355371900827,0.040268456375838924,0.05555555555555555,0.125,0.18181818181818182,0.2,0.047619047619047616,,,,,,,
5,2010,0.09238589899436402,0.0830487426265135,0.08390325271059217,0.08935574229691877,0.06368278762391108,0.08924806746310611,0.07811158798283262,0.08333333333333333,0.08896034297963558,0.06758832565284179,0.08777969018932874,0.10130718954248366,0.09198423127463863,0.0898876404494382,,0.10084033613445378,0.05925925925925926,0.10764872521246459,,0.08928571428571429,0.08695652173913043,,0.058823529411764705,0.09090909090909091,0.15789473684210525,0.2,,,,,,
5,2011,0.08609571218463627,0.08367707719505009,0.09187772925764193,0.09292929292929293,0.07634543178973717,0.0752990851513019,0.08431163287086446,0.07322987390882638,0.08918617614269789,,0.06229508196721312,0.0756578947368421,0.09040590405904059,0.09523809523809523,0.11032863849765258,0.07563025210084033,0.064,0.07772020725388601,0.07792207792207792,0.04819277108433735,0.02127659574468085,0.14285714285714285,,0.09090909090909091,,0.15384615384615385,,,,,,
5,2012,0.08812435706937936,0.07330482590103848,0.08861429832303619,0.07249524843877274,0.07708553326293559,0.08143547273982056,0.08263598326359832,0.07110890104425659,0.0735873850197109,0.07861635220125786,0.07736943907156674,0.10542168674698796,0.1062992125984252,0.06006006006006006,0.20318725099601595,0.05687203791469194,0.05223880597014925,0.07065217391304347,0.10909090909090909,0.0945945945945946,0.05,0.15384615384615385,0.12,0.07142857142857142,0.25,0.13333333333333333,,,,,,
5,2013,0.09153774027191748,0.0973232669869595,0.09318181818181819,0.08307908941563014,0.07724225981487393,0.08307307932542161,0.08097165991902834,0.07033997655334115,0.09903381642512077,0.08648648648648649,0.10780669144981413,0.056666666666666664,0.06365503080082136,0.0893854748603352,0.11312217194570136,0.11475409836065574,0.05755395683453238,0.12162162162162163,0.10526315789473684,0.21839080459770116,0.06666666666666667,0.125,0.1,0.09090909090909091,0.15384615384615385,,,,,,,
5,2014,0.08912319644839067,0.08493342676944639,0.09582608695652174,0.09932690558486447,0.05956495222606221,0.08486383787207093,0.08119970738844184,0.08699186991869919,0.11356119073869901,0.08579881656804733,0.09591836734693877,0.10982658959537572,0.07017543859649122,0.0868421052631579,0.08280254777070063,0.07258064516129033,0.0718954248366013,0.064,0.11904761904761904,0.0547945205479452,0.03636363636363636,0.2222222222222222,0.05,0.07692307692307693,0.03571428571428571,0.1,,,,,,
5,2015,0.08953475992760566,0.09179507441064139,0.08724720040113655,0.07952491608572167,0.07352559106261367,0.082687338501292,0.07903152124257652,0.05893300248138958,,0.07707317073170732,0.08192090395480225,0.09116022099447514,0.08333333333333333,0.06763285024154589,0.12244897959183673,0.0744047619047619,0.0967741935483871,0.13513513513513514,0.0851063829787234,0.07608695652173914,,0.14285714285714285,0.125,,0.07142857142857142,0.25,,,,0.5,,
5,2016,0.08954461915458443,0.09140283481255795,0.08826320784561847,0.08215568862275449,0.08274360370168754,0.08306503541532517,0.096045197740113,0.08436992969172526,0.09302325581395349,0.07890222984562607,0.09036144578313253,0.09263157894736843,0.0875,0.08454810495626822,0.04212860310421286,0.09067357512953368,0.047619047619047616,0.11818181818181818,0.22580645161290322,0.10784313725490197,0.15254237288135594,0.1111111111111111,0.10294117647058823,0.15384615384615385,0.045454545454545456,,,,,,,
5,2017,0.09261953253806614,0.08369704749679076,0.08127633955448525,0.07152496626180836,0.08224106913389874,0.08695652173913043,0.07776925044768483,0.08301075268817204,0.08981380065717415,0.09775524981897175,0.09578544061302682,0.09090909090909091,0.07352941176470588,0.06984126984126984,0.08376963350785341,0.10303030303030303,0.09090909090909091,0.06741573033707865,0.06666666666666667,0.053691275167785234,0.05128205128205128,,0.05063291139240506,0.045454545454545456,0.06666666666666667,,,,,,,
5,2018,0.09214474845542807,0.0904380012338063,0.09502330476620058,0.07465235423273969,0.09725953788285868,0.08348030570252793,,0.09561200923787529,0.08700564971751412,0.0985611510791367,,0.0711864406779661,0.09375,,0.0743801652892562,0.08948863636363637,0.10317460317460317,0.07317073170731707,0.078125,0.044642857142857144,0.1111111111111111,0.125,0.08823529411764706,,0.029411764705882353,0.1,,,,,,
5,2019,0.09147813645712242,0.08177417244537485,0.0864920744314266,0.07992984214482586,0.083453652902108,0.0752411575562701,0.0802248339294839,0.07147220525351253,0.06389776357827476,0.06818181818181818,0.08742331288343558,,0.08737864077669903,0.08525345622119816,0.017316017316017316,0.0816,0.043010752688172046,0.057971014492753624,0.043478260869565216,0.06306306306306306,0.08943089430894309,0.06666666666666667,0.08421052631578947,0.02,0.13157894736842105,0.14285714285714285,0.11764705882352941,,0.3333333333333333,,,
5,2020,0.0876068376068376,,0.08801441874436768,0.05726426547956293,,0.07790463398253862,0.09603658536585366,0.12861415752741776,0.06976744186046512,0.09519038076152304,0.11812297734627832,0.07006369426751592,0.05263157894736842,0.10483870967741936,0.07407407407407407,0.10483870967741936,0.058823529411764705,0.2413793103448276,0.043478260869565216,0.07017543859649122,0.03076923076923077,0.06666666666666667,0.10476190476190476,0.02564102564102564,0.10909090909090909,,0.07692307692307693,0.1,0.5,,,
5,2021,0.08528397749954636,0.0866334113814517,,0.06474010133233252,0.09509433962264151,0.0849971477467199,0.08767123287671233,0.04580152671755725,0.09836065573770492,0.08888888888888889,0.0847750865051903,0.07592190889370933,0.037037037037037035,0.05573770491803279,0.14,0.07364975450081833,0.08333333333333333,0.14285714285714285,,,0.09782608695652174,0.4,0.05357142857142857,0.08823529411764706,0.046511627906976744,,,,,,,
5,2022,,0.087352873297946,0.0954947484798231,,0.08630835621812476,0.07963594994311718,0.07962872496336101,0.07898658718330849,0.08,0.08608762490392007,0.0847457627118644,0.08064516129032258,0.08823529411764706,0.06521739130434782,,,0.0975609756097561,0.125,,0.09392265193370165,,,,0.08888888888888889,,0.14285714285714285,0.10810810810810811,0.16666666666666666,,,,
6,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1995,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
6,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,
6,2001,0.2857142857142857,,0.5,,0.09375,,,,0.16666666666666666,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,
6,2002,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,
6,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
6,2005,,,,,,,,,0.125,,,,,0.2,,,,,,,,,,,,,,,,,0.16666666666666666,
6,2006,0.1111111111111111,,0.2,,,,0.5,,0.10526315789473684,,,,0.1,0.5,,,,,,,,,,,,,,,,,0.125,
6,2007,0.09259259259259259,0.02631578947368421,0.015625,,,,,,0.11764705882352941,,,0.14285714285714285,0.018867924528301886,0.045454545454545456,,,0.125,,,,,,,,,,,,,,0.050724637681159424,
6,2008,0.08164627363737487,0.09290283277490101,0.09399886234357224,0.07124284971398856,0.07886334610472541,0.06894484412470024,0.07650273224043716,,0.0678617157490397,0.0600375234521576,0.0728476821192053,0.09467455621301775,0.06542056074766354,0.07941176470588235,0.13666666666666666,0.0916030534351145,,0.12468193384223919,0.08823529411764706,0.1411764705882353,0.07407407407407407,,0.07407407407407407,,0.03333333333333333,0.125,,,,,,
6,2009,0.08781184745576437,0.07633010882708585,0.08928010059729645,0.0709240729841083,0.08114901256732496,,0.08873720136518772,0.06547619047619048,0.09989023051591657,0.07356507679870655,0.0912106135986733,0.07861635220125786,,0.0830860534124629,0.06116207951070336,0.0752212389380531,0.05421686746987952,,0.09917355371900827,0.0738255033557047,0.07407407407407407,0.125,0.09090909090909091,0.06666666666666667,0.047619047619047616,,,,,,,
6,2010,0.08962316278041772,0.07854703508227259,0.08907422852376981,0.09971988795518208,0.07419645539200961,0.08011243851018975,0.0927038626609442,0.07914923291492329,0.09753483386923902,0.060675883256528416,0.08089500860585198,0.0718954248366013,0.07621550591327202,0.0898876404494382,,0.12605042016806722,0.07407407407407407,0.10198300283286119,,0.11607142857142858,0.15217391304347827,,0.11764705882352941,,0.05263157894736842,0.06666666666666667,,,,,,
6,2011,0.0875664667948863,0.07351208014142604,0.09449781659388647,0.09466089466089467,0.07425949103045473,0.08163265306122448,0.08537886872998933,0.0635305528612997,0.09587513935340022,,0.07377049180327869,0.09210526315789473,0.0959409594095941,0.11746031746031746,0.07746478873239436,0.07142857142857142,0.12,0.11917098445595854,0.06493506493506493,0.08433734939759036,0.10638297872340426,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.041666666666666664,0.07692307692307693,,,,,,0.5
6,2012,0.08778146073837009,0.07758094074526573,0.08402471315092674,0.08688569101276133,0.07638155579021472,0.08695652173913043,0.06903765690376569,0.07508702138239681,0.08278580814717477,0.07625786163522012,0.08123791102514506,0.09337349397590361,0.08464566929133858,0.12612612612612611,0.05179282868525897,0.08056872037914692,0.07462686567164178,0.125,0.18181818181818182,0.13513513513513514,0.06666666666666667,0.23076923076923078,0.12,0.21428571428571427,0.041666666666666664,0.06666666666666667,,,,,,
6,2013,0.08204406938584154,0.07961564859299931,0.08846153846153847,0.08331377610889462,0.08298755186721991,0.07807620237351655,0.07368421052631578,0.08616647127784291,0.10265700483091787,0.08558558558558559,0.08921933085501858,0.06333333333333334,0.06776180698151951,0.08379888268156424,0.02262443438914027,0.0942622950819672,0.07913669064748201,0.12162162162162163,0.07017543859649122,0.11494252873563218,0.022222222222222223,0.125,0.05,0.18181818181818182,0.038461538461538464,0.23076923076923078,,,,,,
6,2014,,0.0846531184302733,0.09269565217391304,0.11478988539203201,0.05651555194145151,0.09626345788473717,0.08924652523774688,0.0910569105691057,0.09592061742006615,0.09960552268244575,0.06326530612244897,0.06358381502890173,0.07212475633528265,0.10789473684210527,0.12420382165605096,0.08064516129032258,0.0915032679738562,0.112,0.09523809523809523,0.0821917808219178,0.09090909090909091,0.2222222222222222,0.15,0.07692307692307693,0.14285714285714285,,,,,,,
6,2015,0.0874055147450229,0.0916633741604109,0.08774862109309711,0.08055770720371805,0.07742270719667446,0.09237726098191215,0.08451347647327546,0.07382133995037221,,0.06926829268292684,0.07344632768361582,0.11878453038674033,0.07894736842105263,0.06038647342995169,0.12244897959183673,0.10119047619047619,0.10215053763440861,0.04504504504504504,0.06382978723404255,0.10869565217391304,0.10256410256410256,,0.05,0.14285714285714285,0.07142857142857142,0.25,,,,,,
6,2016,0.08464365938329589,0.07365213935620613,0.08557418538437203,0.07209580838323354,0.08410451823625477,0.09143593045717965,0.08757062146892655,0.07787993510005409,0.12403100775193798,0.07032590051457976,0.08132530120481928,0.06736842105263158,0.1,0.07871720116618076,0.082039911308204,0.08031088082901554,0.08163265306122448,0.09090909090909091,0.04838709677419355,0.19607843137254902,0.1694915254237288,,0.04411764705882353,0.07692307692307693,0.09090909090909091,0.06666666666666667,,,,,,
6,2017,0.08476384443797885,0.07406931964056483,0.08503913305237809,0.07827260458839407,0.08635312259059368,0.07397793640493186,0.07495523151701203,0.09806451612903226,0.07995618838992333,0.07603186097031137,0.0970625798212005,0.09647495361781076,0.09243697478991597,0.08888888888888889,0.3795811518324607,0.0707070707070707,0.07692307692307693,0.1348314606741573,0.05,0.10738255033557047,0.0641025641025641,,0.06329113924050633,0.22727272727272727,0.13333333333333333,0.14285714285714285,,,,,,
6,2018,0.08508384819064431,0.08056755089450957,0.0867538715982559,0.07367650646499146,0.07415368081676518,0.08112874779541446,,0.08036951501154735,0.09152542372881356,0.08129496402877698,,0.07966101694915254,0.07932692307692307,,0.17355371900826447,0.08380681818181818,0.047619047619047616,0.0975609756097561,0.078125,0.08035714285714286,0.1111111111111111,,0.08823529411764706,,0.14705882352941177,0.1,,,,,,
6,2019,0.08271483501743718,0.08072746303807406,0.08132322536181943,0.09270859433725884,0.08143228414669362,0.07909967845659165,0.07639243740419009,0.08063530849114234,0.02875399361022364,0.08096590909090909,0.08588957055214724,,0.04854368932038835,0.08525345622119816,0.017316017316017316,0.0784,0.07526881720430108,0.028985507246376812,0.08695652173913043,0.08108108108108109,0.056910569105691054,,0.06315789473684211,0.06,0.02631578947368421,0.14285714285714285,0.11764705882352941,,0.3333333333333333,,,
