,,ASSAULT OFFENSES,BURGLARY/BREAKING&ENTERING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,MOTOR VEHICLE THEFT,FRAUD OFFENSES,ROBBERY,TRESPASS OF REAL PROPERTY,DRUG/NARCOTIC OFFENSES,"FAMILY OFFENSES, NONVIOLENT",DRIVING UNDER THE INFLUENCE,WEAPON LAW VIOLATIONS,SEX OFFENSES,BAD CHECKS,COUNTERFEITING/FORGERY,PROSTITUTION OFFENSES,STOLEN PROPERTY OFFENSES,EMBEZZLEMENT,LIQUOR LAW VIOLATIONS,CURFEW/LOITERING/VAGRANCY VIOLATIONS,ARSON,KIDNAPPING/ABDUCTION,PEEPING TOM,EXTORTION/BLACKMAIL,PORNOGRAPHY/OBSCENE MATERIAL,HOMICIDE OFFENSES,"SEX OFFENSES, CONSENSUAL",ANIMAL CRUELTY,HUMAN TRAFFICKING,DRUNKENNESS,GAMBLING OFFENSES,LARCENY-THEFT,BRIBERY
6,2020,0.08003108003108003,,0.07689996996094924,0.07749898826386079,,0.07790463398253862,0.04954268292682927,0.03489531405782652,0.06976744186046512,0.06613226452905811,0.05339805825242718,0.0870488322717622,0.10526315789473684,0.07526881720430108,0.07407407407407407,0.041935483870967745,0.07352941176470588,0.034482758620689655,0.21739130434782608,0.08771929824561403,0.11538461538461539,0.13333333333333333,0.047619047619047616,0.02564102564102564,0.07272727272727272,,0.038461538461538464,0.1,,,,
6,2021,0.08991108691707494,0.07787844853914283,,0.07280915744042034,0.08264150943396227,0.07929264118653737,0.07287671232876712,0.035623409669211195,0.16393442622950818,0.0797979797979798,0.0726643598615917,0.06941431670281996,0.07407407407407407,0.10163934426229508,0.1,0.06710310965630115,0.1111111111111111,,0.15384615384615385,,0.08695652173913043,0.2,0.08035714285714286,0.058823529411764705,0.20930232558139536,0.125,,,,,,
6,2022,,0.07777521347795985,0.08775566611387507,,0.08552373479795998,0.08248009101251422,0.10307767464582315,0.07004470938897168,0.06666666666666667,0.07071483474250577,0.08353510895883777,0.0846774193548387,0.058823529411764705,0.11304347826086956,0.16666666666666666,,0.14634146341463414,0.0625,,0.09392265193370165,,0.125,,0.06666666666666667,,,0.05405405405405406,0.16666666666666666,,,,
7,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,0.16666666666666666,0.3333333333333333,,,,,,,0.125,,,0.1111111111111111,0.6666666666666666,,,,,,,,,,,,,,,,,,,
7,2001,0.14285714285714285,,,,0.03125,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,
7,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2004,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,
7,2005,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,
7,2006,0.1111111111111111,,,,,,,,,,,,,,,,0.1,,,,,,,,,0.2,,,,,0.03125,
7,2007,0.07407407407407407,0.02631578947368421,0.015625,,,,,,0.11764705882352941,,,0.02857142857142857,0.05660377358490566,0.045454545454545456,,,0.041666666666666664,,,,,,,,,,,,,,0.014492753623188406,
7,2008,0.08765294771968854,0.09442583003350594,0.09911831626848691,0.07462298491939677,0.07758620689655173,0.07793764988009592,0.08430913348946135,,0.09218950064020487,0.07410881801125703,0.12582781456953643,0.10059171597633136,0.12016021361815754,0.10294117647058823,0.056666666666666664,0.06870229007633588,,0.11704834605597965,0.06862745098039216,0.09411764705882353,0.09259259259259259,0.07692307692307693,0.07407407407407407,0.15789473684210525,0.1,0.1875,,,,,,
7,2009,0.09858226178700956,0.0903869407496977,0.09462433197107828,0.08681577398469688,0.08761220825852782,,0.07423208191126279,0.08110119047619048,0.08232711306256861,0.07113985448666128,0.12935323383084577,0.10377358490566038,,0.06231454005934718,0.12844036697247707,0.07079646017699115,0.1144578313253012,,0.06611570247933884,0.06711409395973154,0.12962962962962962,0.125,0.09090909090909091,0.06666666666666667,0.19047619047619047,,,,,,,
7,2010,0.09349099347994254,0.07513194660043465,0.09491242702251877,0.07927170868347339,0.06308200660859117,0.08924806746310611,0.09785407725321889,0.08751743375174338,0.10182207931404073,0.07526881720430108,0.11876075731497418,0.09803921568627451,0.07621550591327202,0.1348314606741573,,0.058823529411764705,0.0962962962962963,0.0906515580736544,,0.11607142857142858,0.043478260869565216,,0.11764705882352941,0.09090909090909091,,0.13333333333333333,,,,,,
7,2011,0.0882452766150017,0.07778432527990571,0.09572052401746725,0.11544011544011544,0.09136420525657071,0.0844475721323012,0.064034151547492,0.0935984481086324,0.08472686733556299,,0.09508196721311475,0.08223684210526316,0.07564575645756458,0.10793650793650794,0.08215962441314555,0.05042016806722689,0.088,0.09844559585492228,0.15584415584415584,0.1566265060240964,0.1276595744680851,0.14285714285714285,,0.09090909090909091,0.16666666666666666,0.07692307692307693,,,,,,
7,2012,0.09818264944565093,0.07620647525962126,0.09867608120035304,0.09150149334781428,0.08236536430834214,0.0759144237405107,0.08158995815899582,0.08403779214321233,0.09198423127463863,0.08569182389937106,0.10444874274661509,0.0783132530120482,0.10236220472440945,0.1111111111111111,0.08366533864541832,0.07582938388625593,0.11194029850746269,0.08695652173913043,0.14545454545454545,0.12162162162162163,0.08333333333333333,,0.12,,0.08333333333333333,0.06666666666666667,,,,,,
7,2013,0.09528832630098454,0.07728208647906658,0.09353146853146853,0.08542595634827506,0.08171082030003192,0.09306683322923173,0.08987854251012145,0.07971864009378664,0.09782608695652174,0.06756756756756757,0.10408921933085502,0.12333333333333334,0.07597535934291581,0.08100558659217877,0.03619909502262444,0.10655737704918032,0.09352517985611511,0.14864864864864866,0.10526315789473684,0.09195402298850575,0.06666666666666667,0.0625,0.05,,0.15384615384615385,0.3076923076923077,,,,,,
7,2014,0.09334073251942286,0.08493342676944639,0.09965217391304348,0.09787156630889576,0.05285627159991868,0.07726409119696011,0.09875640087783467,0.08048780487804878,0.07717750826901874,0.07199211045364892,0.12448979591836734,0.07225433526011561,0.08966861598440545,0.10789473684210527,0.17197452229299362,0.09274193548387097,0.08496732026143791,0.144,0.023809523809523808,0.0958904109589041,0.01818181818181818,,0.1,,0.14285714285714285,,,,,,,
7,2015,0.09123815607367189,0.08600026340050046,0.08106301186695637,0.06919700490575781,0.07768251493894518,0.09043927648578812,0.08634079488350845,0.07754342431761786,,0.07317073170731707,0.11581920903954802,0.07734806629834254,0.08991228070175439,0.10144927536231885,0.20408163265306123,0.07738095238095238,0.11290322580645161,0.0990990990990991,0.0851063829787234,0.10869565217391304,0.1794871794871795,0.07142857142857142,0.1,,0.17857142857142858,0.25,,,,,,
7,2016,0.09240351235450275,0.07789111140548417,0.09727934198038596,0.07425149700598803,0.08873162765378334,0.0849967804249839,0.08545197740112995,0.09410492157923202,0.08527131782945736,0.07890222984562607,0.1144578313253012,0.09052631578947369,0.06875,0.08163265306122448,0.4878048780487805,0.09585492227979274,0.047619047619047616,0.10909090909090909,0.03225806451612903,0.14705882352941177,0.15254237288135594,0.1111111111111111,0.058823529411764705,0.23076923076923078,0.045454545454545456,0.06666666666666667,,,,,,
7,2017,0.09038890505285617,0.08151476251604621,0.09406983744732089,0.09365721997300945,0.06784888203546646,0.08241401687216093,0.07649015093374265,0.10365591397849462,0.0832420591456736,0.07096307023895727,0.10983397190293742,0.09090909090909091,0.07773109243697479,0.0380952380952381,0.13089005235602094,0.09898989898989899,0.06293706293706294,0.14606741573033707,0.06666666666666667,0.1610738255033557,0.16666666666666666,,0.0759493670886076,0.09090909090909091,0.13333333333333333,,,,,,,0.5
7,2018,0.0941747572815534,0.07884022208513264,0.09231694482032778,0.0902659185167114,0.08140784524449221,0.08641975308641975,,0.09561200923787529,0.08022598870056497,0.07266187050359713,,0.09491525423728814,0.08653846153846154,,0.1652892561983471,0.08096590909090909,0.047619047619047616,0.10975609756097561,0.09375,0.125,0.06172839506172839,0.0625,0.17647058823529413,,0.058823529411764705,,,,,,,
7,2019,0.094876151301082,0.08373675258406385,0.08959338387319091,0.09320972187421699,0.08143228414669362,0.0977491961414791,0.0807358201328564,0.0855222968845449,0.025559105431309903,0.08735795454545454,0.08895705521472393,,0.06796116504854369,0.08525345622119816,0.2683982683982684,0.0784,0.07526881720430108,0.043478260869565216,0.13043478260869565,0.10810810810810811,0.08943089430894309,0.06666666666666667,0.12631578947368421,0.04,0.21052631578947367,,0.17647058823529413,,,,,
7,2020,0.09702797202797203,,0.09732652448182637,0.08963982193443949,,0.08394895903290799,0.06402439024390244,0.038883349950149554,,0.04609218436873747,0.06796116504854369,0.07643312101910828,0.02631578947368421,0.051075268817204304,,0.05967741935483871,0.04411764705882353,0.034482758620689655,0.21739130434782608,0.14035087719298245,0.09230769230769231,,0.05714285714285714,0.10256410256410256,0.10909090909090909,,0.11538461538461539,,,,,
7,2021,0.10070767555797495,0.07798025043265805,,0.07562394445486958,0.07018867924528302,0.08214489446662863,0.08328767123287671,0.06361323155216285,0.14754098360655737,0.10505050505050505,0.11245674740484429,0.11713665943600868,0.1111111111111111,0.07540983606557378,,0.06382978723404255,0.08333333333333333,0.14285714285714285,,,0.125,,0.09821428571428571,0.08823529411764706,0.09302325581395349,0.125,,0.125,,,,
7,2022,,0.0864297253634895,0.09480375898286346,,0.07728520988622989,0.09670079635949944,0.08597948216902784,0.09836065573770492,0.08,0.09531129900076864,0.1016949152542373,0.08064516129032258,0.11764705882352941,0.06521739130434782,,,0.0975609756097561,0.0625,,0.11049723756906077,,0.125,,0.17777777777777778,,,,0.16666666666666666,,,,
8,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,0.16666666666666666,0.3333333333333333,0.5,,0.10526315789473684,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2001,,0.08333333333333333,,,0.03125,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.05,
8,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
8,2003,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,
8,2004,,,0.25,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,0.1,
8,2005,,,,,,,,,,,,,0.25,,,,0.2857142857142857,,,,,,,,,,,,,,0.16666666666666666,
8,2006,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.03125,
8,2007,0.018518518518518517,0.039473684210526314,0.03125,,,,,,0.058823529411764705,,,0.05714285714285714,0.09433962264150944,0.045454545454545456,,,0.0625,1.0,,,,,,1.0,,,,,,,0.018115942028985508,
8,2008,0.10244716351501669,0.0839171489491319,0.09371444823663254,0.09152366094643785,0.08556832694763729,0.08992805755395683,0.08274785323965651,,0.09475032010243278,0.10975609756097561,0.08874172185430464,0.07988165680473373,0.09479305740987984,0.08823529411764706,0.06,0.09541984732824428,,0.11450381679389313,0.1568627450980392,0.12941176470588237,0.14814814814814814,,,0.05263157894736842,0.06666666666666667,,,,,,,
8,2009,0.09099901088031652,0.09673518742442563,0.0862936183590066,0.08858151854031783,0.07971274685816876,,0.09726962457337884,0.0822172619047619,0.08342480790340286,0.08649959579628133,0.08291873963515754,0.1069182389937107,,0.08605341246290801,0.1162079510703364,0.06637168141592921,0.08433734939759036,,0.1487603305785124,0.10738255033557047,0.09259259259259259,0.125,0.045454545454545456,,0.14285714285714285,,,,,,,
8,2010,0.0917228423030169,0.08863706923315741,0.08356964136780651,0.0700280112044818,0.08320817062180835,0.08924806746310611,0.07896995708154507,0.08368200836820083,0.09217577706323687,0.07757296466973887,0.06712564543889846,0.08169934640522876,0.07095926412614981,0.09737827715355805,,0.07983193277310924,0.08148148148148149,0.0821529745042493,,0.08928571428571429,0.043478260869565216,0.2222222222222222,,,0.10526315789473684,,,,,,,
8,2011,0.09378889014594412,0.08397171479080731,0.09310043668122271,0.09350649350649351,0.08093450146015853,0.08655876143560873,0.09391675560298826,0.08729388942774007,0.08918617614269789,,0.08360655737704918,0.09868421052631579,0.08856088560885608,0.07301587301587302,0.051643192488262914,0.12184873949579832,0.048,0.09844559585492228,0.05194805194805195,0.1686746987951807,0.14893617021276595,0.07142857142857142,,0.18181818181818182,0.08333333333333333,0.07692307692307693,,,,,,
8,2012,0.08949594239341639,0.08460598656078192,0.09249779346866725,0.09448818897637795,0.09538894755367829,0.10144927536231885,0.07740585774058577,0.07011437095972153,0.09067017082785808,0.060534591194968554,0.09864603481624758,0.0572289156626506,0.11811023622047244,0.09309309309309309,0.09561752988047809,0.0947867298578199,0.07462686567164178,0.13043478260869565,0.05454545454545454,0.10810810810810811,0.06666666666666667,,0.12,,0.041666666666666664,0.13333333333333333,,,,,,
8,2013,0.09036568213783404,0.08304735758407687,0.08286713286713286,0.07908941563013377,0.07979572294924991,0.09868831980012492,0.09392712550607288,0.07737397420867527,0.08816425120772947,0.0891891891891892,0.09293680297397769,0.11333333333333333,0.1026694045174538,0.05865921787709497,0.02262443438914027,0.09016393442622951,0.050359712230215826,0.08783783783783784,0.07017543859649122,0.034482758620689655,0.08888888888888889,0.125,0.1,0.045454545454545456,0.038461538461538464,0.15384615384615385,,,,,,
8,2014,0.09356270810210877,0.08605466012613876,0.08521739130434783,0.06931053301800982,0.0526529782476113,0.09499683343888538,0.08339429407461595,0.06991869918699187,0.08930540242557883,0.07593688362919132,0.08775510204081632,0.0953757225433526,0.09746588693957114,0.09736842105263158,0.04777070063694268,0.09274193548387097,0.0784313725490196,0.112,,0.0958904109589041,0.12727272727272726,0.2222222222222222,0.1,0.15384615384615385,0.07142857142857142,,,,,,,
8,2015,0.0934738635153838,0.08376135914658238,0.09242854755139562,0.0699715982442551,0.08417770849571317,0.08527131782945736,0.08405664687071722,0.07568238213399504,,0.08780487804878048,0.12005649717514125,0.06629834254143646,0.08771929824561403,0.09903381642512077,0.10495626822157435,0.0625,0.06989247311827956,0.07207207207207207,0.02127659574468085,0.14130434782608695,0.10256410256410256,,0.125,,0.14285714285714285,0.25,,,,0.5,,
8,2016,0.09301613232591383,0.07034044244270764,0.0847832964251819,0.08383233532934131,0.09063690800217747,0.0901481004507405,0.07733050847457627,0.0914007571660357,0.07308970099667775,0.08319039451114923,0.09036144578313253,0.0863157894736842,0.07083333333333333,0.07580174927113703,0.022172949002217297,0.07253886010362694,0.10884353741496598,0.045454545454545456,0.03225806451612903,0.09803921568627451,0.0847457627118644,0.1111111111111111,0.08823529411764706,0.07692307692307693,0.045454545454545456,,,,,,,
8,2017,0.08912811560469401,0.08446726572528883,0.08910295003010235,0.10013495276653171,0.0742739655615523,0.08955223880597014,0.08800204655922231,0.09849462365591398,0.08981380065717415,0.08037653874004344,0.09067688378033206,0.07235621521335807,0.10294117647058823,0.09206349206349207,0.02356020942408377,0.08686868686868687,0.09090909090909091,0.0898876404494382,0.08333333333333333,0.11409395973154363,0.07692307692307693,,0.10126582278481013,,0.1,0.14285714285714285,,0.5,,,,
8,2018,0.09302736098852604,0.08562615669339914,0.08073973838520523,0.09148572822639668,0.08328855454056959,0.09053497942386832,,0.10161662817551963,0.10734463276836158,0.07338129496402877,,0.09152542372881356,0.09375,,0.008264462809917356,0.09943181818181818,0.047619047619047616,0.12195121951219512,0.09375,0.11607142857142858,0.13580246913580246,,0.06862745098039216,,0.058823529411764705,0.2,,,,,,
8,2019,0.08933202181883215,0.08792359021326704,0.09958649207443143,0.10448509145577549,0.07854461449610164,0.09067524115755626,0.06821665815022994,0.07147220525351253,0.03514376996805112,0.08522727272727272,0.08282208588957055,,0.043689320388349516,0.09907834101382489,0.2510822510822511,0.128,0.043010752688172046,0.18840579710144928,0.10869565217391304,0.08108108108108109,0.10569105691056911,0.2,0.10526315789473684,0.12,0.13157894736842105,,0.35294117647058826,,,,,
8,2020,0.09430846930846931,,0.10198257735055573,0.10056657223796034,,0.10476830087306917,0.058307926829268296,0.045862412761714856,0.09302325581395349,0.06412825651302605,0.06472491909385113,0.08492569002123142,0.05263157894736842,0.0967741935483871,,0.06290322580645161,0.11764705882352941,0.034482758620689655,0.043478260869565216,0.17543859649122806,0.09230769230769231,0.06666666666666667,0.06666666666666667,0.15384615384615385,0.10909090909090909,0.2,0.11538461538461539,,,,,
8,2021,0.09435674106332789,0.07421358037259493,,0.09176205667104523,0.0750943396226415,0.09469480889903023,0.09150684931506849,0.061068702290076333,0.04918032786885246,0.08181818181818182,0.10553633217993079,0.07809110629067245,0.07407407407407407,0.04918032786885246,0.14,0.07364975450081833,0.08333333333333333,,0.07692307692307693,,0.09782608695652174,,0.07142857142857142,0.029411764705882353,0.11627906976744186,0.25,,0.125,,,,
8,2022,,0.07592891760904685,0.08471531232725263,,0.09101608473911338,0.10238907849829351,0.0898876404494382,0.12071535022354694,0.16,0.0983858570330515,0.09079903147699758,0.12298387096774194,0.058823529411764705,0.10434782608695652,0.027777777777777776,,0.04878048780487805,0.0625,0.16666666666666666,0.09392265193370165,,,,0.022222222222222223,,,0.02702702702702703,0.08333333333333333,,,,
9,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2000,0.16666666666666666,,,,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2001,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,
9,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2003,,1.0,,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2004,,0.5,0.25,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,0.1,
9,2005,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,
9,2006,0.1111111111111111,,,,,,,,0.10526315789473684,,,,0.1,,,,0.1,,,,,,,,,,,,,,0.09375,
9,2007,0.1111111111111111,0.039473684210526314,0.109375,0.034482758620689655,,0.2857142857142857,,0.25,0.029411764705882353,,,0.14285714285714285,0.09433962264150944,,0.3333333333333333,,0.08333333333333333,,,,,,,,,,,,,,0.07246376811594203,
9,2008,0.09499443826473859,0.09259823332318001,0.0947098976109215,0.0967238689547582,0.09163473818646233,0.09412470023980815,0.09523809523809523,,0.088348271446863,0.09380863039399624,0.10596026490066225,0.11834319526627218,0.09479305740987984,0.09411764705882353,0.07666666666666666,0.08396946564885496,,0.11959287531806616,0.11764705882352941,0.1411764705882353,0.07407407407407407,,0.037037037037037035,,0.06666666666666667,,,,,0.6,,
9,2009,0.08473458621826574,0.09673518742442563,0.09210939955988683,0.09535020600353149,0.07648114901256732,,0.11092150170648464,0.078125,0.07464324917672886,0.07841552142279709,0.09618573797678276,0.09433962264150944,,0.05934718100890208,0.11009174311926606,0.08849557522123894,0.060240963855421686,,0.06611570247933884,0.06040268456375839,0.07407407407407407,0.25,0.09090909090909091,,,,,,,,,
9,2010,0.08387667145540943,0.09143123253647935,0.08240200166805671,0.07563025210084033,0.06939020726945029,0.07378777231201687,0.09012875536480687,0.07566248256624826,0.0707395498392283,0.08755760368663594,0.09466437177280551,0.0784313725490196,0.08672798948751642,0.0449438202247191,,0.0546218487394958,0.08148148148148149,0.0764872521246459,,0.09821428571428571,0.043478260869565216,,,0.09090909090909091,0.21052631578947367,0.06666666666666667,,,,,,
9,2011,0.08779273673492477,0.08279316440777844,0.07563318777292577,0.09581529581529581,0.07384230287859825,0.0781140042223786,0.09178228388473852,0.08438409311348205,0.08695652173913043,,0.09180327868852459,0.0756578947368421,0.07749077490774908,0.06666666666666667,0.13849765258215962,0.10084033613445378,0.12,0.08808290155440414,0.07792207792207792,0.0963855421686747,0.0851063829787234,,0.14285714285714285,,0.125,0.07692307692307693,,,,,,
9,2012,0.09486798491256143,0.0824679291386683,0.08120035304501325,0.09014390442573988,0.07884547694473777,0.09592822636300898,0.09937238493723849,0.07807061163600199,0.09461235216819974,0.06525157232704402,0.07736943907156674,0.08734939759036145,0.08661417322834646,0.07807807807807808,0.08366533864541832,0.09004739336492891,0.12686567164179105,0.10326086956521739,0.12727272727272726,0.10810810810810811,0.06666666666666667,0.07692307692307693,0.04,0.21428571428571427,,0.13333333333333333,,,,,,
9,2013,0.08825597749648383,0.08359643102264928,0.08251748251748252,0.10232339826331847,0.07756144270667092,0.07557776389756403,0.0931174089068826,0.08089097303634232,0.06884057971014493,0.07297297297297298,0.09479553903345725,0.04,0.09240246406570841,0.07541899441340782,0.013574660633484163,0.08196721311475409,0.1079136690647482,0.07432432432432433,0.07017543859649122,0.06896551724137931,0.044444444444444446,0.125,0.15,0.09090909090909091,0.11538461538461539,,,,,,,
9,2014,0.0853496115427303,0.08521373510861949,0.08,0.0794979079497908,0.05448261841837772,0.09689677010766308,0.08339429407461595,0.07073170731707316,0.08269018743109151,0.06804733727810651,0.08163265306122448,0.06936416184971098,0.10916179337231968,0.09736842105263158,0.08598726114649681,0.10483870967741936,0.08496732026143791,0.064,0.023809523809523808,0.0958904109589041,0.05454545454545454,,0.1,,0.10714285714285714,0.1,,,,,,
9,2015,0.08431810923027787,0.07994205188989859,0.0767173658699649,0.08081590498321714,0.07716289945440374,0.08914728682170543,0.08222932846048424,0.08312655086848635,,0.07414634146341463,0.09322033898305085,0.09668508287292818,0.08552631578947369,0.09178743961352658,0.07580174927113703,0.07738095238095238,0.10215053763440861,0.05405405405405406,0.06382978723404255,0.08695652173913043,0.07692307692307693,0.21428571428571427,0.05,,0.07142857142857142,,,,,,,
9,2016,0.08464365938329589,0.08491190886210094,0.07829800695982284,0.07544910179640718,0.08138268916712031,0.08306503541532517,0.07838983050847458,0.09248242293131423,0.059800664451827246,0.08061749571183534,0.0783132530120482,0.09473684210526316,0.0875,0.07871720116618076,0.050997782705099776,0.09326424870466321,0.06802721088435375,0.08181818181818182,0.06451612903225806,0.10784313725490197,0.05084745762711865,0.2222222222222222,0.058823529411764705,0.07692307692307693,,,,,,,,
9,2017,0.08534574726020755,0.08446726572528883,0.08217940999397953,0.09014844804318488,0.07247494217424827,0.08111615833874107,0.08314146840624201,0.08043010752688172,0.0887185104052574,0.07965242577842144,0.07407407407407407,0.08348794063079777,0.0861344537815126,0.047619047619047616,0.020942408376963352,0.07878787878787878,0.1258741258741259,0.11235955056179775,0.13333333333333333,0.06040268456375839,0.0641025641025641,,0.13924050632911392,0.045454545454545456,0.1,,,,,,,
9,2018,0.08684907325684024,0.07698951264651449,0.08104044504585776,0.09392534764576727,0.08382590005373455,0.09053497942386832,,0.09145496535796767,0.0847457627118644,0.06906474820143885,,0.08644067796610169,0.06971153846153846,,0.1322314049586777,0.08948863636363637,0.10317460317460317,0.13414634146341464,0.109375,0.03571428571428571,0.07407407407407407,0.1875,0.12745098039215685,,0.11764705882352941,0.1,,,,,,
9,2019,0.08298309934722346,0.08609184875049064,0.07701585113714679,0.09521423202204961,0.08085475021657522,0.07395498392282958,0.061062851303014816,0.07147220525351253,0.012779552715654952,0.07670454545454546,0.07208588957055215,,0.05339805825242718,0.08294930875576037,0.07792207792207792,0.0736,0.0967741935483871,0.15942028985507245,0.08695652173913043,0.07207207207207207,0.12195121951219512,0.2,0.08421052631578947,0.06,0.05263157894736842,,,,0.3333333333333333,,,
9,2020,0.08653846153846154,,0.092820666866927,0.10582760016187778,,0.0893216924110141,0.06783536585365854,0.047856430707876374,0.046511627906976744,0.05410821643286573,0.08414239482200647,0.08492569002123142,0.05263157894736842,0.06182795698924731,0.037037037037037035,0.06935483870967742,0.058823529411764705,,0.043478260869565216,0.10526315789473684,0.07692307692307693,,0.0761904761904762,0.10256410256410256,0.12727272727272726,0.2,0.038461538461538464,0.1,,,,
